TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount
1,2025-05-05,1034,2059,402,0,2048.2
2,2025-05-05,1066,2048,403,1,321.87
3,2025-05-05,1116,2041,403,3,3216.84
4,2025-05-05,1071,2096,404,2,1613.23
5,2025-05-05,1020,2060,401,0,408.38
6,2025-05-05,1089,2028,401,0,1275.88
7,2025-05-05,1193,2003,402,1,346.66
8,2025-05-05,1005,2079,402,1,855.49
9,2025-05-05,1032,2060,401,1,735.08
10,2025-05-05,1119,2089,403,2,661.63
11,2025-05-05,1042,2077,401,1,505.65
12,2025-05-05,1079,2013,401,2,0.0
13,2025-05-05,1147,2086,404,3,4470.5
14,2025-05-05,1183,2025,401,1,503.32
15,2025-05-05,1026,2089,403,0,413.52
16,2025-05-05,1144,2005,403,3,1715.12
17,2025-05-05,1169,2047,401,2,535.97
18,2025-05-05,1003,2053,404,0,3660.9
19,2025-05-05,1110,2046,404,1,30.09
20,2025-05-05,1111,2022,403,3,671.18
21,2025-05-05,1119,2055,403,2,86.3
22,2025-05-05,1062,2011,403,3,1229.22
23,2025-05-05,1062,2096,404,3,672.18
24,2025-05-05,1086,2003,404,2,924.43
25,2025-05-05,1046,2062,402,2,1981.95
26,2025-05-05,1066,2043,403,2,698.76
27,2025-05-05,1142,2001,402,0,1237.05
28,2025-05-05,1061,2092,404,3,482.21
29,2025-05-05,1142,2097,402,3,4210.5
30,2025-05-05,1165,2091,404,3,4528.95
31,2025-05-05,1004,2011,403,1,737.53
32,2025-05-05,1103,2088,402,2,0.0
33,2025-05-05,1169,2074,403,3,0.0
34,2025-05-05,1141,2067,403,3,872.85
35,2025-05-05,1190,2070,403,2,54.69
36,2025-05-05,1179,2058,403,2,1066.8
37,2025-05-05,1064,2029,401,1,12.16
38,2025-05-05,1080,2015,402,1,3037.36
39,2025-05-05,1055,2094,404,2,1578.72
40,2025-05-05,1185,2075,403,0,0.0
41,2025-05-05,1049,2037,402,2,288.11
42,2025-05-05,1045,2038,401,1,1667.72
43,2025-05-05,1070,2005,401,2,686.05
44,2025-05-05,1178,2016,404,0,0.0
45,2025-05-05,1003,2073,403,3,1498.29
46,2025-05-05,1122,2056,403,1,944.5
47,2025-05-05,1013,2032,404,0,2836.8
48,2025-05-05,1016,2051,404,0,117.32
49,2025-05-05,1147,2080,401,1,0.0
50,2025-05-05,1038,2072,403,0,840.6
51,2025-05-05,1063,2015,404,1,1214.95
52,2025-05-05,1198,2066,404,3,516.06
53,2025-05-05,1113,2038,404,2,2223.62
54,2025-05-05,1145,2079,401,0,1901.08
55,2025-05-05,1195,2026,402,2,507.74
56,2025-05-05,1169,2010,402,1,140.11
57,2025-05-05,1044,2070,401,1,0.0
58,2025-05-05,1000,2052,404,3,2193.78
59,2025-05-05,1074,2004,402,2,741.8
60,2025-05-05,1180,2036,404,0,217.98
61,2025-05-05,1175,2029,403,1,36.48
62,2025-05-05,1108,2014,402,1,221.67
63,2025-05-05,1068,2018,401,0,2169.04
64,2025-05-05,1042,2039,403,3,2929.32
65,2025-05-05,1031,2059,403,3,0.0
66,2025-05-05,1069,2064,404,3,1470.2
67,2025-05-05,1020,2076,401,3,4836.42
68,2025-05-05,1188,2041,403,0,1608.42
69,2025-05-05,1023,2029,401,2,0.0
70,2025-05-05,1147,2005,402,3,0.0
71,2025-05-05,1132,2083,404,2,614.53
72,2025-05-05,1046,2074,404,3,659.5
73,2025-05-05,1023,2060,403,3,1225.14
74,2025-05-05,1085,2041,401,1,1447.58
75,2025-05-05,1084,2052,404,2,2925.04
76,2025-05-05,1169,2051,401,3,117.32
77,2025-05-05,1022,2040,403,2,55.26
78,2025-05-05,1029,2098,404,0,3631.44
79,2025-05-05,1168,2069,404,3,232.39
80,2025-05-05,1013,2024,403,3,372.81
81,2025-05-05,1160,2056,401,1,472.25
82,2025-05-05,1068,2070,402,2,109.38
83,2025-05-05,1112,2089,404,0,2067.6
84,2025-05-05,1007,2080,402,1,1498.07
85,2025-05-05,1079,2070,401,3,34.18
86,2025-05-05,1023,2028,401,3,2551.76
87,2025-05-05,1030,2082,402,3,799.8
88,2025-05-05,1183,2037,403,3,2160.84
89,2025-05-05,1123,2060,402,3,2450.28
90,2025-05-05,1141,2018,404,1,2440.17
91,2025-05-05,1153,2065,402,0,470.34
92,2025-05-05,1070,2098,404,2,0.0
93,2025-05-05,1129,2034,401,2,108.94
94,2025-05-05,1185,2038,404,1,1667.72
95,2025-05-05,1114,2068,404,2,656.19
96,2025-05-05,1085,2070,404,3,0.0
97,2025-05-05,1082,2024,402,3,372.81
98,2025-05-05,1059,2099,404,0,1292.64
99,2025-05-05,1081,2095,404,3,490.79
100,2025-05-05,1098,2084,402,3,0.0
101,2025-05-05,1009,2016,403,0,969.06
102,2025-05-05,1112,2012,404,0,1869.57
103,2025-05-05,1184,2018,404,1,488.03
104,2025-05-05,1019,2060,403,2,0.0
105,2025-05-05,1159,2088,404,0,0.0
106,2025-05-05,1084,2086,404,2,2861.12
107,2025-05-05,1160,2091,404,0,905.79
108,2025-05-05,1158,2008,402,2,159.82
109,2025-05-05,1058,2095,401,3,2453.95
110,2025-05-05,1025,2097,401,3,842.1
111,2025-05-05,1042,2088,403,0,709.35
112,2025-05-05,1011,2041,401,2,0.0
113,2025-05-05,1091,2047,404,1,0.0
114,2025-05-05,1062,2067,404,1,0.0
115,2025-05-05,1043,2022,401,3,2684.72
116,2025-05-05,1158,2087,402,3,477.96
117,2025-05-05,1149,2018,402,3,1626.78
118,2025-05-05,1163,2032,404,2,756.48
119,2025-05-05,1170,2001,404,2,659.76
120,2025-05-05,1173,2069,402,0,464.78
121,2025-05-05,1113,2044,403,3,0.0
122,2025-05-05,1176,2032,404,2,756.48
123,2025-05-05,1050,2049,404,0,2819.52
124,2025-05-05,1060,2048,403,2,1144.42
125,2025-05-05,1179,2037,401,3,1440.56
126,2025-05-05,1070,2001,401,3,0.0
127,2025-05-05,1073,2099,402,2,0.0
128,2025-05-05,1056,2081,402,2,0.0
129,2025-05-05,1173,2096,402,0,672.18
130,2025-05-05,1160,2082,401,2,426.56
131,2025-05-05,1112,2004,403,1,1669.05
132,2025-05-05,1023,2037,403,3,2160.84
133,2025-05-05,1044,2025,402,2,223.7
134,2025-05-05,1135,2064,403,1,793.91
135,2025-05-05,1065,2061,403,2,639.74
136,2025-05-05,1029,2059,401,1,921.69
137,2025-05-05,1193,2028,404,2,1531.06
138,2025-05-05,1023,2050,401,2,298.85
139,2025-05-05,1137,2015,404,2,539.98
140,2025-05-05,1172,2095,403,3,2453.95
141,2025-05-05,1163,2047,401,1,301.48
142,2025-05-05,1120,2003,403,1,1039.99
143,2025-05-05,1165,2008,404,2,53.27
144,2025-05-05,1166,2052,401,1,658.13
145,2025-05-05,1011,2004,403,3,3709.0
146,2025-05-05,1029,2012,402,1,0.0
147,2025-05-05,1099,2058,403,3,666.75
148,2025-05-05,1150,2095,402,3,490.79
149,2025-05-05,1167,2012,404,3,0.0
150,2025-05-05,1071,2004,403,1,834.52
151,2025-05-05,1113,2056,402,2,839.55
152,2025-05-05,1025,2087,403,2,0.0
153,2025-05-05,1015,2050,403,1,504.31
154,2025-05-05,1031,2058,401,1,2400.3
155,2025-05-05,1164,2081,401,0,2984.88
156,2025-05-05,1085,2031,402,1,508.77
157,2025-05-05,1017,2097,402,1,757.89
158,2025-05-05,1059,2042,402,0,0.0
159,2025-05-05,1070,2018,402,2,0.0
160,2025-05-05,1044,2014,401,1,886.68
161,2025-05-05,1003,2045,402,2,499.42
162,2025-05-05,1004,2022,403,0,671.18
163,2025-05-05,1032,2094,404,0,493.35
164,2025-05-05,1190,2008,404,3,266.36
165,2025-05-05,1199,2046,401,3,167.15
166,2025-05-05,1128,2028,401,2,2041.41
167,2025-05-05,1117,2082,401,0,799.8
168,2025-05-05,1122,2051,404,0,234.64
169,2025-05-05,1125,2091,404,0,1811.58
170,2025-05-05,1020,2041,402,0,0.0
171,2025-05-05,1032,2035,403,3,4499.95
172,2025-05-05,1152,2067,403,3,872.85
173,2025-05-05,1129,2077,404,0,2809.15
174,2025-05-05,1179,2014,402,3,738.9
175,2025-05-05,1115,2029,404,2,0.0
176,2025-05-05,1116,2051,404,0,351.96
177,2025-05-05,1080,2054,403,2,3602.04
178,2025-05-05,1095,2019,404,0,933.93
179,2025-05-05,1023,2010,401,3,0.0
180,2025-05-05,1024,2095,403,1,3533.69
181,2025-05-05,1142,2007,403,0,583.39
182,2025-05-05,1105,2045,404,0,624.28
183,2025-05-05,1073,2076,403,2,1934.57
184,2025-05-05,1026,2073,402,1,1797.95
185,2025-05-05,1168,2061,402,0,599.76
186,2025-05-05,1089,2071,403,0,0.0
187,2025-05-05,1195,2035,402,3,0.0
188,2025-05-05,1143,2098,401,2,2178.86
189,2025-05-05,1007,2023,403,2,751.63
190,2025-05-05,1086,2044,401,1,373.64
191,2025-05-05,1036,2072,404,0,1260.9
192,2025-05-05,1036,2094,401,0,2466.75
193,2025-05-05,1191,2067,402,3,872.85
194,2025-05-05,1107,2058,403,1,1800.22
195,2025-05-05,1094,2039,403,0,1952.88
196,2025-05-05,1013,2019,402,0,0.0
197,2025-05-05,1172,2010,403,3,0.0
198,2025-05-05,1169,2054,404,3,900.51
199,2025-05-05,1106,2034,402,0,136.17
200,2025-05-05,1088,2055,401,2,129.46
201,2025-05-05,1173,2086,404,2,715.28
202,2025-05-05,1011,2028,404,0,0.0
203,2025-05-05,1001,2026,403,1,190.4
204,2025-05-05,1196,2017,403,2,370.96
205,2025-05-05,1083,2015,401,3,0.0
206,2025-05-05,1191,2055,402,1,48.55
207,2025-05-05,1097,2068,402,2,1312.38
208,2025-05-05,1018,2050,401,3,0.0
209,2025-05-05,1004,2058,401,2,1066.8
210,2025-05-05,1147,2054,404,3,2701.53
211,2025-05-05,1074,2014,404,0,738.9
212,2025-05-05,1083,2021,404,2,668.33
213,2025-05-05,1022,2055,401,1,97.09
214,2025-05-05,1111,2075,404,0,1561.28
215,2025-05-05,1101,2039,403,1,2636.39
216,2025-05-05,1085,2099,402,0,646.32
217,2025-05-05,1130,2081,401,1,1343.2
218,2025-05-05,1198,2044,403,1,186.82
219,2025-05-05,1060,2013,402,2,0.0
220,2025-05-05,1050,2022,402,0,671.18
221,2025-05-05,1045,2098,404,3,907.86
222,2025-05-05,1193,2072,404,2,1681.2
223,2025-05-05,1160,2040,402,3,138.16
224,2025-05-05,1017,2060,404,2,0.0
225,2025-05-05,1070,2075,401,2,624.51
226,2025-05-05,1129,2009,403,3,198.93
227,2025-05-05,1115,2004,401,2,2225.4
228,2025-05-05,1073,2009,401,3,66.31
229,2025-05-05,1118,2074,401,3,659.5
230,2025-05-05,1146,2083,402,2,614.53
231,2025-05-05,1154,2060,402,0,408.38
232,2025-05-05,1115,2013,403,0,2806.08
233,2025-05-05,1129,2082,402,0,1066.4
234,2025-05-05,1063,2090,404,3,71.64
235,2025-05-05,1134,2066,402,2,1238.54
236,2025-05-05,1095,2036,404,3,653.94
237,2025-05-05,1198,2043,401,2,1397.52
238,2025-05-05,1016,2042,401,3,0.0
239,2025-05-05,1072,2032,402,2,1512.96
240,2025-05-05,1020,2074,402,2,527.6
241,2025-05-05,1079,2083,404,1,691.34
242,2025-05-05,1152,2090,401,2,57.31
243,2025-05-05,1143,2048,403,1,0.0
244,2025-05-05,1171,2089,401,3,1654.08
245,2025-05-05,1130,2046,401,2,106.98
246,2025-05-05,1079,2023,402,2,3006.53
247,2025-05-05,1196,2062,402,1,1114.85
248,2025-05-05,1035,2019,401,2,0.0
249,2025-05-05,1025,2064,401,2,705.7
250,2025-05-05,1196,2079,402,3,2851.62
251,2025-05-05,1039,2020,402,1,338.25
252,2025-05-05,1184,2056,401,3,1574.16
253,2025-05-05,1093,2086,402,3,3576.4
254,2025-05-05,1156,2036,404,1,392.36
255,2025-05-05,1136,2030,403,3,509.91
256,2025-05-05,1049,2047,404,3,1674.9
257,2025-05-05,1196,2036,404,3,0.0
258,2025-05-05,1041,2025,402,2,671.09
259,2025-05-05,1013,2082,404,2,1066.4
260,2025-05-05,1141,2013,401,2,748.29
261,2025-05-05,1021,2097,402,2,673.68
262,2025-05-05,1115,2065,402,3,1881.36
263,2025-05-05,1023,2028,404,2,510.35
264,2025-05-05,1006,2053,401,3,610.15
265,2025-05-05,1128,2047,402,3,1004.94
266,2025-05-05,1020,2047,402,0,669.96
267,2025-05-05,1081,2012,403,1,1682.61
268,2025-05-05,1035,2004,403,3,927.25
269,2025-05-05,1178,2017,404,3,1854.8
270,2025-05-05,1157,2000,401,0,1938.62
271,2025-05-05,1065,2027,402,3,775.83
272,2025-05-05,1028,2099,403,1,3490.13
273,2025-05-05,1077,2015,401,1,1822.42
274,2025-05-05,1107,2081,404,0,2238.66
275,2025-05-05,1028,2063,401,1,994.43
276,2025-05-05,1183,2018,403,3,2711.3
277,2025-05-05,1000,2078,403,1,0.0
278,2025-05-05,1146,2053,402,0,1220.3
279,2025-05-05,1134,2046,401,0,33.43
280,2025-05-05,1099,2060,401,3,1633.52
281,2025-05-05,1095,2032,401,2,1512.96
282,2025-05-05,1017,2044,402,0,207.58
283,2025-05-05,1197,2074,403,1,593.55
284,2025-05-05,1011,2045,403,1,842.78
285,2025-05-05,1199,2087,404,3,159.32
286,2025-05-05,1161,2023,402,0,939.54
287,2025-05-05,1183,2099,404,0,1292.64
288,2025-05-05,1075,2025,401,1,0.0
289,2025-05-05,1010,2040,403,3,138.16
290,2025-05-05,1139,2060,403,0,1225.14
291,2025-05-05,1192,2082,402,2,213.28
292,2025-05-05,1091,2099,401,2,1034.11
293,2025-05-05,1069,2015,403,3,2699.88
294,2025-05-05,1102,2095,404,3,1472.37
295,2025-05-05,1086,2023,404,3,3758.16
296,2025-05-05,1094,2066,403,0,1032.12
297,2025-05-05,1186,2054,401,3,0.0
298,2025-05-05,1154,2023,403,2,751.63
299,2025-05-05,1026,2010,403,2,62.27
300,2025-05-05,1078,2057,404,1,393.28
301,2025-05-05,1176,2056,403,3,524.72
302,2025-05-05,1010,2093,403,3,0.0
303,2025-05-05,1070,2081,401,0,1492.44
304,2025-05-05,1171,2081,404,2,596.98
305,2025-05-05,1131,2095,402,0,1472.37
306,2025-05-05,1036,2077,404,0,1123.66
307,2025-05-05,1032,2008,402,2,106.54
308,2025-05-05,1092,2049,401,1,0.0
309,2025-05-05,1173,2057,403,2,349.58
310,2025-05-05,1113,2097,401,1,757.89
311,2025-05-05,1135,2046,404,2,80.23
312,2025-05-05,1166,2035,402,0,899.99
313,2025-05-05,1006,2094,402,3,1480.05
314,2025-05-05,1132,2049,401,2,1503.74
315,2025-05-05,1198,2033,404,1,2257.88
316,2025-05-05,1156,2036,404,1,784.73
317,2025-05-05,1031,2017,401,3,0.0
318,2025-05-05,1044,2091,404,0,1811.58
319,2025-05-05,1174,2040,403,0,34.54
320,2025-05-05,1140,2069,403,2,557.74
321,2025-05-05,1040,2091,402,2,724.63
322,2025-05-05,1130,2028,401,1,574.15
323,2025-05-05,1035,2030,404,0,339.94
324,2025-05-05,1092,2070,403,3,102.54
325,2025-05-05,1141,2016,401,0,0.0
326,2025-05-05,1079,2050,404,3,186.78
327,2025-05-05,1196,2052,401,1,2632.54
328,2025-05-05,1081,2082,401,3,1066.4
329,2025-05-05,1119,2087,403,1,0.0
330,2025-05-05,1199,2070,402,1,30.76
331,2025-05-05,1110,2064,401,0,0.0
332,2025-05-05,1132,2019,403,1,1681.07
333,2025-05-05,1041,2041,402,2,643.37
334,2025-05-05,1132,2036,401,2,348.77
335,2025-05-05,1050,2081,403,1,2686.39
336,2025-05-05,1160,2038,401,1,0.0
337,2025-05-05,1151,2074,402,1,1187.1
338,2025-05-05,1168,2079,403,0,1901.08
339,2025-05-05,1007,2010,401,2,62.27
340,2025-05-05,1166,2026,404,0,0.0
341,2025-05-05,1127,2080,403,2,1997.42
342,2025-05-05,1123,2031,404,2,1356.72
343,2025-05-05,1116,2009,401,1,119.36
344,2025-05-05,1112,2053,404,3,0.0
345,2025-05-05,1052,2043,402,2,698.76
346,2025-05-05,1183,2040,403,3,103.62
347,2025-05-05,1033,2097,403,0,4210.5
348,2025-05-05,1081,2030,404,0,339.94
349,2025-05-05,1068,2057,402,1,1179.85
350,2025-05-05,1024,2006,403,3,594.0
351,2025-05-05,1157,2053,402,1,1098.27
352,2025-05-05,1083,2073,403,1,2247.44
353,2025-05-05,1195,2020,404,3,1879.15
354,2025-05-05,1127,2039,404,0,1952.88
355,2025-05-05,1023,2050,404,1,0.0
356,2025-05-05,1055,2074,403,0,1978.5
357,2025-05-05,1012,2036,404,3,653.94
358,2025-05-05,1073,2068,401,0,2460.72
359,2025-05-05,1110,2017,403,2,370.96
360,2025-05-05,1195,2051,403,0,117.32
361,2025-05-05,1102,2006,402,2,792.0
362,2025-05-05,1141,2036,401,3,871.92
363,2025-05-05,1129,2057,403,0,1747.92
364,2025-05-05,1032,2012,404,2,997.1
365,2025-05-05,1086,2071,403,1,553.64
366,2025-05-05,1050,2077,404,0,561.83
367,2025-05-05,1011,2004,402,2,0.0
368,2025-05-05,1121,2066,404,1,0.0
369,2025-05-05,1155,2065,402,2,1128.82
370,2025-05-05,1156,2040,402,3,138.16
371,2025-05-05,1157,2094,403,2,1578.72
372,2025-05-05,1129,2065,404,2,752.54
373,2025-05-05,1121,2002,403,2,2771.2
374,2025-05-05,1172,2014,404,2,197.04
375,2025-05-05,1185,2088,401,3,2128.05
376,2025-05-05,1067,2083,402,0,0.0
377,2025-05-05,1149,2061,402,3,1199.52
378,2025-05-05,1037,2087,402,0,318.64
379,2025-05-05,1146,2089,401,1,744.34
380,2025-05-05,1004,2056,403,3,2098.88
381,2025-05-05,1038,2052,402,3,2193.78
382,2025-05-05,1128,2099,404,0,3877.92
383,2025-05-05,1180,2017,402,2,741.92
384,2025-05-05,1169,2061,404,2,319.87
385,2025-05-05,1044,2058,403,2,1066.8
386,2025-05-05,1173,2098,403,3,3631.44
387,2025-05-05,1049,2031,403,2,1356.72
388,2025-05-05,1057,2038,403,1,2501.58
389,2025-05-05,1176,2090,404,2,343.87
390,2025-05-05,1122,2044,403,2,166.06
391,2025-05-05,1031,2073,404,3,1498.29
392,2025-05-05,1088,2098,402,2,726.29
393,2025-05-05,1010,2036,401,2,348.77
394,2025-05-05,1113,2083,403,3,3072.64
395,2025-05-05,1054,2025,403,2,671.09
396,2025-05-05,1035,2013,402,1,1683.65
397,2025-05-05,1012,2085,402,1,217.94
398,2025-05-05,1013,2012,404,2,1994.21
399,2025-05-05,1183,2060,401,1,367.54
400,2025-05-05,1001,2070,402,3,102.54
401,2025-05-05,1167,2060,404,1,735.08
402,2025-05-05,1193,2036,403,2,348.77
403,2025-05-05,1165,2007,401,1,0.0
404,2025-05-05,1136,2094,401,1,1776.06
405,2025-05-05,1106,2022,401,3,671.18
406,2025-05-05,1126,2023,403,0,0.0
407,2025-05-05,1002,2038,401,2,1482.42
408,2025-05-05,1072,2058,404,1,1200.15
409,2025-05-05,1129,2059,403,1,1382.54
410,2025-05-05,1028,2042,402,3,502.83
411,2025-05-05,1165,2032,402,0,0.0
412,2025-05-05,1188,2043,403,1,1572.21
413,2025-05-05,1044,2078,404,3,426.03
414,2025-05-05,1131,2041,401,3,3216.84
415,2025-05-05,1171,2012,402,1,1121.74
416,2025-05-05,1122,2041,402,0,1608.42
417,2025-05-05,1066,2049,402,3,0.0
418,2025-05-05,1192,2034,403,2,326.81
419,2025-05-05,1149,2092,401,2,1157.3
420,2025-05-05,1167,2046,402,0,133.72
421,2025-05-05,1170,2015,404,2,0.0
422,2025-05-05,1040,2051,403,0,469.28
423,2025-05-05,1163,2037,403,1,0.0
424,2025-05-05,1056,2017,404,1,834.66
425,2025-05-05,1116,2095,403,3,490.79
426,2025-05-05,1179,2070,404,1,61.52
427,2025-05-05,1195,2031,401,3,1695.9
428,2025-05-05,1135,2090,403,0,0.0
429,2025-05-05,1144,2014,401,1,443.34
430,2025-05-05,1146,2068,402,1,2952.86
431,2025-05-05,1083,2066,404,0,516.06
432,2025-05-05,1174,2026,404,0,423.12
433,2025-05-05,1130,2057,401,3,1747.92
434,2025-05-05,1033,2065,404,3,0.0
435,2025-05-05,1144,2007,404,2,933.42
436,2025-05-05,1185,2002,404,2,692.8
437,2025-05-05,1000,2095,402,0,0.0
438,2025-05-05,1011,2054,403,0,900.51
439,2025-05-05,1138,2007,401,3,2333.56
440,2025-05-05,1008,2036,404,1,196.18
441,2025-05-05,1196,2017,404,2,741.92
442,2025-05-05,1097,2057,404,3,436.98
443,2025-05-05,1020,2087,402,2,637.28
444,2025-05-05,1030,2022,404,1,604.06
445,2025-05-05,1186,2028,401,0,2551.76
446,2025-05-05,1076,2059,404,3,1536.15
447,2025-05-05,1058,2031,404,2,0.0
448,2025-05-05,1039,2035,402,0,899.99
449,2025-05-05,1008,2084,404,0,845.55
450,2025-05-05,1061,2026,401,0,423.12
451,2025-05-05,1152,2004,404,0,2781.75
452,2025-05-05,1062,2094,401,3,1973.4
453,2025-05-05,1112,2029,402,0,13.51
454,2025-05-05,1035,2064,403,1,0.0
455,2025-05-05,1187,2073,403,2,399.54
456,2025-05-05,1060,2038,402,1,3335.44
457,2025-05-05,1105,2038,403,0,1853.02
458,2025-05-05,1142,2075,402,3,3903.2
459,2025-05-05,1142,2063,401,2,1325.9
460,2025-05-05,1164,2085,404,2,387.44
461,2025-05-05,1178,2053,404,1,1647.4
462,2025-05-05,1076,2048,402,3,1072.89
463,2025-05-05,1061,2028,403,1,1148.29
464,2025-05-05,1118,2007,404,3,1750.17
465,2025-05-05,1142,2067,402,3,1163.8
466,2025-05-05,1062,2032,402,2,756.48
467,2025-05-05,1165,2010,404,2,124.54
468,2025-05-05,1023,2068,402,0,2460.72
469,2025-05-05,1068,2048,401,0,715.26
470,2025-05-05,1048,2097,402,3,0.0
471,2025-05-05,1053,2042,403,0,167.61
472,2025-05-05,1054,2024,401,3,372.81
473,2025-05-05,1062,2089,402,3,1240.56
474,2025-05-05,1061,2070,403,2,27.34
475,2025-05-05,1097,2059,403,2,0.0
476,2025-05-05,1066,2046,404,3,200.58
477,2025-05-05,1025,2092,404,2,771.54
478,2025-05-05,1052,2047,403,3,334.98
479,2025-05-05,1011,2072,402,1,756.54
480,2025-05-05,1004,2033,404,2,0.0
481,2025-05-05,1039,2025,403,1,503.32
482,2025-05-05,1097,2072,402,3,420.3
483,2025-05-05,1140,2083,403,2,1843.58
484,2025-05-05,1195,2062,404,3,3096.8
485,2025-05-05,1043,2093,403,1,1360.69
486,2025-05-05,1035,2092,404,1,0.0
487,2025-05-05,1138,2082,401,0,533.2
488,2025-05-05,1019,2085,401,0,484.3
489,2025-05-05,1105,2017,402,0,1391.1
490,2025-05-05,1181,2019,401,1,4202.68
491,2025-05-05,1129,2058,403,0,1333.5
492,2025-05-05,1158,2081,404,3,2984.88
493,2025-05-05,1004,2000,404,0,2907.93
494,2025-05-05,1004,2067,403,2,465.52
495,2025-05-05,1004,2064,404,1,1323.18
496,2025-05-05,1027,2012,402,1,1121.74
497,2025-05-05,1049,2079,403,2,3802.16
498,2025-05-05,1068,2050,401,2,0.0
499,2025-05-05,1103,2058,402,1,600.08
500,2025-05-05,1076,2087,401,0,159.32
501,2025-05-05,1023,2051,404,3,351.96
502,2025-05-05,1141,2060,401,0,408.38
503,2025-05-05,1179,2021,401,3,835.41
504,2025-05-05,1111,2082,403,0,0.0
505,2025-05-05,1135,2005,402,1,1157.71
506,2025-05-05,1177,2072,404,2,1008.72
507,2025-05-05,1011,2009,403,0,0.0
